id seccion,nombre seccion,id circuito,nombre circuito,escuela,mesas,desde,hasta,electores,31
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESCUELA PRIMERA JUNTA - ENTRE RIOS 2505,11,7628,7638,3806,
1,CAPITAL,3,SECCIONAL TERCERA,IPEM N° 270 GRAL M BELGRANO - DEAN FUNES 850,11,81,91,3795,
1,CAPITAL,7B,ALTA CORDOBA,ESC PCIA DE ENTRE RIOS - TRAFALGAR 845,11,710,720,3795,
1,CAPITAL,9G,VILLA CABRERA,INSTITUTO PEÑA - CIUDAD DE TAMPA 2954,11,1180,1190,3795,
3,COLON,33,JESUS MARIA,ESC.N°21 GENDARMERIA NACIONAL - JESUS MARIA,11,3687,3697,3795,
7,ISCHILIN,95,DEAN FUNES,ESC.PEDRO N.ARIAS - CORDOBA 87,11,4688,4698,3795,
16,RIO SEGUNDO,240,PILAR,ESC MARIA J GONZALEZ CASEROS - PILAR,11,6653,6663,3795,
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,COLEGIO SAN JOSE - VILLA DEL ROSARIO,11,6780,6790,3795,
3,COLON,34,JUAREZ CELMAN,ESC PROV LEOPOLDO LUGONES - VILLA LOS LLANOS 225,11,3699,3709,3792,
1,CAPITAL,13H,PATRICIOS,ESC JOSE MARIA PAZ - USANDIVARAS 2254,11,2699,2709,3784,
13,RIO CUARTO,186,PUEBLO ALBERDI,ESC ARZOBISPO ANTONIO ESPINOSA - OLEGARIO ANDRADE 1020,11,6067,6077,3784,
26,UNION,375,BELL VILLE,ESC F AMEGHINO - ENTRE RIOS 457,11,8408,8418,3784,
12,PUNILLA,154,LA FALDA,IPEM N°142 JOAQUIN V GONZALEZ - SAN GERONIMO Y LAS AMERICAS S/N,11,5398,5408,3782,
1,CAPITAL,4B,VILLA REVOL,COL NICOLAS BERROTARAN - ELIAS YOFRE 1095,11,274,284,3775,
1,CAPITAL,12F,JOSE HERNANDEZ,ESC GRAL MANUEL BELGRANO - OLAEN Y AMBOY -,11,2374,2384,3773,
9,MARCOS JUAREZ,133,MARCOS JUAREZ,IPEM N°51 NICOLAS AVELLANEDA - MARCOS JUAREZ,11,5112,5122,3773,
12,PUNILLA,150,COSQUIN,COLEGIO PARROQUIAL PIO XII - OBISPO BUSTOS 816,11,5275,5285,3773,
23,TERCERO ARRIBA,336,ALMAFUERTE,ESC REMEDIOS E DE SAN MARTIN - CASTELLI 590,11,7992,8002,3771,
3,COLON,28,CALERA,ESCUELA PROV.J.J.PASO-CENMA - CALERA,11,3462,3472,3762,
1,CAPITAL,10J,SANTA ISABEL,ESC BANDERA ARGENTINA - CASADO 634,11,1537,1547,3754,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC MUNIC LUZ VIEYRA MENDEZ - ABEL N DE CHAVEZ,11,1987,1997,3751,
1,CAPITAL,13A,AYACUCHO,ESC R SANCHEZ DE CALDELARI - ALVAREZ DE LAS CASAS 280,11,2540,2550,3751,
3,COLON,29,COLONIA CAROYA,ESC. PRESBITERO BONORIS - COLONIA CAROYA,11,3554,3564,3751,
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.M.BELGRANO - BELGRANO 662,11,4637,4647,3746,
16,RIO SEGUNDO,243,RIO SEGUNDO,ESC VICTOR MERCANTE - MARCONI 591,11,6718,6728,3744,
1,CAPITAL,10E,ESTACION FLORES,ESC CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2320,11,1333,1343,3740,
1,CAPITAL,13C,GENERAL BUSTOS,ESC CAPITAL FEDERAL - MAURICIO YADAROLA 653,11,2568,2578,3740,
8,JUAREZ CELMAN,109,DEHEZA,ESC.PROV.GRAL SAN MARTIN - BV SAN MARTIN 251,11,4819,4829,3740,
13,RIO CUARTO,161,ADELIA MARIA,INSTITUTO ADELIA MARIA - AV SAN MARTIN 1050,11,5713,5723,3740,
20,SAN JUSTO,304,MORTEROS,ESC D VELEZ SARSFIELD - EMILIO F OLMOS 375,11,7437,7447,3740,
1,CAPITAL,10E,ESTACION FLORES,ESC   ALAS ARGENTINA - BONN 4627,11,1354,1364,3729,
1,CAPITAL,14F,GRANJA DE FUNES,ESC DR ALEJANDRO GALLARDO - TRINIDAD ESQ ITALIA,11,3047,3057,3729,
3,COLON,40A,MENDIOLAZA,ESC.PROV. D.F.SARMIENTO - MALVINAS ARGENTINAS Y SARMIENTO,11,3926,3936,3729,
3,COLON,40A,MENDIOLAZA,I.P.E.M.N° 317 - MENDIOLAZA,11,3937,3947,3729,
1,CAPITAL,7D,COFICO,ESC PTE SARMIENTO - R SAENZ PEÑA 1212,11,758,768,3718,
1,CAPITAL,10B,CIUDADELA,ESC GDOR J B BUSTOS - CACHEUTA Y BRANDAN,11,1288,1298,3718,
1,CAPITAL,11B,DON BOSCO,ESC ANTARTIDA ARGENTINA - CAMINO A LA CALERA S/N KM 6,11,1764,1774,3706,
13,RIO CUARTO,166,BERROTARAN,INSTITUTO PARROQ.BERROTARAN - AQUINO ARGUELLO ARDILES 203,11,5855,5865,3697,
24,TOTORAL,359,VILLA DEL TOTORAL,ESC PROV BARTOLOME MITRE - BV.ALLENDE S/N,11,8299,8309,3685,
3,COLON,30,COLONIA TIROLESA,IPET 83 RENE FAVALORO - ARTURO ILLIA 505,11,3574,3584,3630,
1,CAPITAL,14D,CERRO DE LAS ROSAS,ESC JUAN ZORRILA DE SAN MARTIN - JOSE E BUSTOS 1875,11,3016,3026,3624,
16,RIO SEGUNDO,241,POZO DEL MOLLE,ESC GENERAL SAN MARTIN - POZO DEL MOLLE,11,6670,6680,3617,
2,CALAMUCHITA,24A,VILLA DEL DIQUE,ESC.PROV.ALMIRANTE BROWN - SARMIENTO 279,11,3353,3363,3550,
1,CAPITAL,10F,MATIENZO,ESC AERONAUTICA ARGENTINA - ESMERALDA/CAP GRELLA,10,1371,1380,3470,
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MARTA JUANA GONZALEZ - DEFENSA Y CACHEUTA 1091,10,1604,1613,3470,
1,CAPITAL,11A,ALTO ALBERDI,ESC SUP DE COMERCIO H VIEYTES - CASEROS Y VIEYTES,10,1699,1708,3470,
3,COLON,41,VILLA ALLENDE,COLEGIO MARYLAND - GUEMES ESQ ALBERTI,10,3948,3957,3470,
6,GRAL SAN MARTIN,89,VILLA MARIA,ESCUELA J.MARMOL - NAC. UNIDAS 385,10,4394,4403,3470,
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.REP.DEL PARAGUAY - CHILE 565,10,4416,4425,3470,
13,RIO CUARTO,188,RIO CUARTO,ESC FLORENTINO AMEGHINO - 9 DE JULIO 314,10,6115,6124,3470,
13,RIO CUARTO,188,RIO CUARTO,ESC 21 DE JULIO - BAIGORRIA 552,10,6196,6205,3470,
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESC GENERAL MITRE - SANTA FE 538,10,7517,7526,3470,
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC DOMINGO F SARMIENTO - ALMAFUERTE 104,10,7603,7612,3470,
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 123BLANCA ECHEMENDI - IBARRA ESQUINA COSQUIN,10,1652,1661,3466,
12,PUNILLA,156,VILLA CARLOS PAZ,ESC ISLA DE LOS ESTADOS - LOS CEIBOS S/N,10,5467,5476,3464,
1,CAPITAL,11G,PARQUE REPUBLICA,ESC ATILIO ARGÜELLO - PUBLICA S/N,10,1946,1955,3460,
3,COLON,35,MALVINAS ARGENTINAS,ESC.CAP.LUIS C.CANDELARIA - MALVINAS ARGENTINAS,10,3732,3741,3460,
3,COLON,40,UNQUILLO,INST.PARROQ.NTA.SRA DE LOURDES - JUAN MILICH,10,3904,3913,3460,
3,COLON,41,VILLA ALLENDE,INSTITUTO NTA.SRA. DE LUJAN - AV.SAN MARTIN 1070,10,4018,4027,3460,
12,PUNILLA,156,VILLA CARLOS PAZ,INST INDUSTRIAL CRISTO OBRERO - FLORENCIO SANCHEZ S/N,10,5529,5538,3460,
12,PUNILLA,156,VILLA CARLOS PAZ,IPEM N° 365-DR RENE FAVALORO - GOBERNADOR ALVAREZ 131,10,5547,5556,3460,
13,RIO CUARTO,188,RIO CUARTO,ESC VELEZ SARSFIELD - MENDOZA 1502,10,6259,6268,3460,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC GRAL CONRADO VILLEGAS - INTENDENTE FENOGLIO 344,10,6800,6809,3460,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,IPEM 257 DR RENE FAVALORO - AV INDEPENDENCIA 512,10,6824,6833,3460,
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA 2 DE ABRIL - FALUCHO Y PEATONAL LARREA N S/N,10,7540,7549,3460,
1,CAPITAL,6C,GRAL PAZ,IPET N°10 COM MARTIN RIVADAVIA - 25 DE MAYO Y ROMA,10,607,616,3457,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC JUAN PASCUAL PRINGLES - AV INDEPENDENCIA 284,10,6834,6843,3457,
12,PUNILLA,148,CAPILLA DEL MONTE,ESC ESP JUAN MANUEL FERNANDEZ - AV PUEYRREDON 131,10,5262,5271,3455,
1,CAPITAL,11E,LOS PLATANOS,ESC PADRE T GAMBINO - OCHO ESQ NUEVE,10,1886,1895,3454,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MONSEÑOR M DE ANDREA - 17 DE JULIO 380,10,2265,2274,3453,
7,ISCHILIN,95,DEAN FUNES,ESC.M.J.G.DE BELGRANO - JERONIMO L DE CABRERA -  L ALGARROBOS 451 - JERONIMO L DE CABRERA,10,4678,4687,3450,
13,RIO CUARTO,186,PUEBLO ALBERDI,IPEMN° 26 JUAN FILLOY - BELISARIO ROLDAN 535,10,6014,6023,3450,
13,RIO CUARTO,186,PUEBLO ALBERDI,COLEGIO MARIA BENITA ARIAS - MONTEVIDEO 751,10,6024,6033,3450,
21,SANTA MARIA,316,ALTA GRACIA,INST DE LA MISERICORDIA - PADRE DOMINGO VIERA 151,10,7709,7718,3450,
21,SANTA MARIA,316,ALTA GRACIA,ESC NAC NORM SUP ALTA GRACIA - JOSE HERNANDEZ 201,10,7726,7735,3450,
23,TERCERO ARRIBA,348,RIO TERCERO,ESC GREGORIA I PEREZ - ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,10,8205,8214,3450,
7,ISCHILIN,95,DEAN FUNES,ESC.PROV. M.MORENO - DORREGO   OBRAS SANITARIAS 326,10,4699,4708,3442,
1,CAPITAL,7F,JORGE NEWBERY,ESC JORGE NEWBERY - BENJAMIN MATIENZO 5895,10,835,844,3440,
1,CAPITAL,8B,PUEYRREDON,ESC DEAN FUNES - ANA M JANER 1551,10,927,936,3440,
1,CAPITAL,9C,LOS PARAISOS,ESC DE COMERCIO J J PASO - PLATON 3030,10,1052,1061,3440,
1,CAPITAL,9C,LOS PARAISOS,COLEGIO FERMIN LAFITTE - FCO VALLE 2443,10,1062,1071,3440,
3,COLON,34,JUAREZ CELMAN,ESC.ATAHUALPA YUPANQUI - BARRIO PARQUE NORTE,10,3722,3731,3440,
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PROV. D.F. SARMIENTO - PTE. JUAN D.PERON   VILLA TORROBA 75,10,4247,4256,3440,
19,SAN JAVIER,268,DOLORES,ESC MARIANO MORENO - PRESIDENTE PERON 565,10,6999,7008,3440,
1,CAPITAL,8B,PUEYRREDON,INST SAGRADO CORAZON - ROMA 1153,10,937,946,3438,
12,PUNILLA,158,TANTI,ESC DOMINGO FAUSTINO SARMIENTO - MARIANO MORENO 597,10,5653,5662,3431,
1,CAPITAL,5G,SAN VICENTE,ESC SANTA MARGARITA DE CORTONA - LOPEZ Y PLANES 2936,10,497,506,3430,
1,CAPITAL,8B,PUEYRREDON,INST SAGRADA FAMILIA - BUCHARDO 1729,10,960,969,3430,
1,CAPITAL,10,BELLA VISTA,E.N.E.T. N°1 DR A SABATTINI - AV VELEZ SARSFIELD 1490,10,1230,1239,3430,
1,CAPITAL,10,BELLA VISTA,ESC MANUEL BELGRANO - SUECIA B° PQUE VELEZ SARSFIELD 2832,10,1240,1249,3430,
1,CAPITAL,13,LEANDRO N. ALEM,ESC ARISTOBULO DEL VALLE - M DE JAUREGUI 1657,10,2502,2511,3430,
9,MARCOS JUAREZ,120,ARIAS,ESC.R.ESCALADA DE SAN MARTIN - AV. ESPAÑA 799,10,4918,4927,3430,
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESC BERNARDINO RIVADAVIA - SAN MARTIN 694,10,5102,5111,3430,
12,PUNILLA,154,LA FALDA,ESC MATEO J MOLINA - AV EDEN 445,10,5409,5418,3430,
1,CAPITAL,9D,POETA LUGONES,ESC LEOPOLDO LUGONES - LESPADA Y GALVEZ,10,1101,1110,3424,
1,CAPITAL,12F,JOSE HERNANDEZ,IPEM 167 JOSE MANUEL ESTRADA - B. DE O HIGGINS 2656,10,2400,2409,3422,
1,CAPITAL,1,SECCIONAL PRIMERA,ESC SANTA TERESA DE JESUS - OBISPO TREJO Y SANABRIA 160,10,38,47,3420,
1,CAPITAL,5G,SAN VICENTE,ESC MARIA IGNACIA NAVARRO DE L - CORRIENTES 2006,10,533,542,3420,
1,CAPITAL,12B,COLON,ESC HILARIO ASCASUBI - LUCIO V.MANSILLA ESQ. CADIZ,10,2229,2238,3420,
3,COLON,29,COLONIA CAROYA,ESC.PROV. M. BELGRANO - COLONIA CAROYA,10,3534,3543,3420,
3,COLON,28,CALERA,INSTITUTO JESUS MARIA - CALERA,10,3473,3482,3419,
19,SAN JAVIER,270,LAS ROSAS,ESC MAGDALENA T DE CHARLES - PUBLICA S/N,10,7093,7102,3416,
20,SAN JUSTO,291,FREYRE,ESC FLORENTINO AMEGHINO - FREYRE,10,7314,7323,3415,
3,COLON,29,COLONIA CAROYA,ESC. PROV. GRAL SAN MARTIN - MAESTRA OLGA PROSDOCIMO 3580,10,3544,3553,3412,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC MAURO FERNANDEZ - AV ALBARRACIN 4237,10,1998,2007,3410,
1,CAPITAL,13A,AYACUCHO,ESC HENOCH D AGUIAR - J DE OLMEDO 650,10,2517,2526,3410,
6,GRAL SAN MARTIN,90,VILLA NUEVA,IPEM N° 322 - LIMA Y RIVADAVIA,10,4611,4620,3410,
6,GRAL SAN MARTIN,90,VILLA NUEVA,INSTITUTO INMAC.CONCEPCION - CABANILLAS 400,10,4627,4636,3410,
16,RIO SEGUNDO,243,RIO SEGUNDO,IPEM N°108-C G DE REZZANO - RIO SEGUNDO,10,6696,6705,3410,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC.REPUBLICA DEL ECUADOR - HURTADO DE MENDOZA ESQ PEDRO ACUÑA,10,2010,2019,3404,
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC GABRIELA MISTRAL - 27 DE ABRIL 5650,10,1967,1976,3402,
1,CAPITAL,5,ALTAMIRA,ESC GRECIA - PEDERNERA B°SAN VICENTE 952,10,339,348,3400,
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC REPUBLICA DE VENEZUELA - BOYERO - - 517 - BOYERO,10,1977,1986,3400,
20,SAN JUSTO,298,LAS VARILLAS,ESC BARTOLOME MITRE - SGTO CABRAL 521,10,7392,7401,3400,
18,SAN ALBERTO,262,MINA CLAVERO,ESC GRAL JOSE DE SAN MARTIN - MINA CLAVERO,10,6912,6921,3398,
1,CAPITAL,6D,JUNIORS,ESC GABRIELA MISTRAL - LEONOR DE TEJEDA 1353,10,617,626,3390,
1,CAPITAL,13C,GENERAL BUSTOS,COLEGIO HORTUS CONCLUSUS - GIANELLI   B°GRAL BUSTOS 500,10,2599,2608,3390,
2,CALAMUCHITA,17,EMBALSE,ESCUELA B. ROLDAN - TUCUMAN 121,10,3274,3283,3390,
14,RIO PRIMERO,211,MONTE CRISTO,INST PQUIAL MONTE CRISTO - ROQUE SAENZ PEÑA 380,10,6386,6395,3383,
1,CAPITAL,10H,PARQUE CAPITAL,ESC GDOR EMILIO OLMOS - AV FUERZA AEREA,10,1469,1478,3380,
16,RIO SEGUNDO,237,LUQUE,ESC GRAL JOSE DE SAN MARTIN - LUQUE,10,6579,6588,3380,
1,CAPITAL,7D,COFICO,ESC. GARCIA FAURE - JERONIMO LUIS DE CABRERA 834,10,777,786,3370,
1,CAPITAL,14G,LOS BOULEVARES,ESC. F. LELOIR - LOS POLACOS 6072,10,3085,3094,3370,
20,SAN JUSTO,282,BRINKMANN,ESC 25 DE MAYO - 25 DE MAYO 975,10,7244,7253,3370,
13,RIO CUARTO,183,VICUÑA MACKENNA,INST JUAN PASCUAL PRINGLES - AV CARLOS S YDE 684,10,5945,5954,3359,
26,UNION,378,CANALS,ESC PROV J HERNANDEZ - CANALS,10,8481,8490,3359,
18,SAN ALBERTO,265A,VILLA SARMIENTO,ESC CNEL AGUSTIN A OLMEDO - LIBERTAD 270,10,6973,6982,3354,
12,PUNILLA,152,HUERTA GRANDE,I.P.E.M N° 200 - ARRABARRENA ESQ PROV UNIDAS S/N,10,5344,5353,3350,
13,RIO CUARTO,183,VICUÑA MACKENNA,ESC GRAL NAPOLEON URIBURU - GENERAL SAN MARTIN 318,10,5963,5972,3350,
1,CAPITAL,9B,LAS MARGARITAS,ESC MIGUEL RODRIGUEZ DE LA TOR - LA GRANJA 3199,10,1042,1051,3333,
1,CAPITAL,5A,COLONIA LOLA,ELENA LOPEZ LALLANA - AGUSTIN GARZON 5600,10,369,378,3324,
1,CAPITAL,14E,CERRO NORTE,ESC NIÑAS DE AYOHUMA - VALERIO BETA 7300,10,3032,3041,3323,
21,SANTA MARIA,323,DESPEÑADEROS,INSTITUTO PRIVADO PIO XII - PADRE BUTELER 229,10,7866,7875,3310,
20,SAN JUSTO,285,DEVOTO,ESC CARLOS J FLORIT - DEVOTO,10,7270,7279,3301,
1,CAPITAL,9,ESCOBAR,INST ESCUTI - NAZARET  3399,10,1003,1012,3284,
6,GRAL SAN MARTIN,88,TIO PUJIO,ESC.R.DE ESCALADA - TIO PUJIO,12,4382,4393,3192,
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC VICENTE FORESTIERI - ANIZACATE/CALLE 49,9,1643,1651,3123,
1,CAPITAL,13J,VILLA AZALAIS,ESC GDOR H DEL CASTILLO - GELLY Y OBES   VILLA AZALAIS 3110,9,2791,2799,3123,
3,COLON,28A,CALERA CENTRAL,CENTRO EDUCATIVO GRAL SAN MART - CALERA CENTRAL,9,3501,3509,3123,
3,COLON,40,UNQUILLO,INST.NTA.SRA.DE LAS MERCEDES - AZOPARDO 200,9,3862,3870,3123,
3,COLON,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD - SARMIENTO Y VELEZ SARSFIELD,9,3871,3879,3123,
13,RIO CUARTO,188,RIO CUARTO,DICHIARA-EX ESC.GRAL S.MARTIN - BOLIVAR Y ALBERDI,9,6125,6133,3123,
3,COLON,40,UNQUILLO,I.P.E.M. N° 23 - SPILIMBERGO 869,9,3880,3888,3122,
3,COLON,28A,CALERA CENTRAL,EX ANEXO MARGARITA W DE PAZ - AVELLANEDA 684,9,3510,3518,3115,
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COL SAN FCO DE ASIS - JUAN JOSE PASO 1650,9,7613,7621,3115,
1,CAPITAL,10G,OBSERVATORIO,EE UU DE NORTEAMERICA - LA PAMPA 550,9,1434,1442,3114,
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN LUIS GONZAGA - SANTA ROSA 2037,9,1727,1735,3114,
1,CAPITAL,12H,LOS CERVECEROS,ESC MADRE TERESA DE CALCUTA - PALAMARA 2900,9,2449,2457,3114,
1,CAPITAL,12H,LOS CERVECEROS,ESC RAUL A FERREYRA - PUBLICA S/N,9,2458,2466,3114,
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESCUELA RECONQUISTA - VILLA DEL ROSARIO,9,6752,6760,3114,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,I.P.E.M. 278-M.ARGENTINAS - AV INDEPENDENCIA 475,9,6791,6799,3114,
20,SAN JUSTO,279,ARROYITO,ESC JOSE MARIA PAZ - RIVADAVIA 473,9,7170,7178,3114,
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA RAFAEL NUÑEZ - PARAGUAY 1776,9,7577,7585,3114,
1,CAPITAL,13F,NUEVA ITALIA,ESC MODELO RACING - TREDENTINA 2160,9,2621,2629,3110,
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,INST. SUP. JOSE MANUEL ESTRADA - SANTA FE 665,9,4960,4968,3106,
1,CAPITAL,4,NUEVA CORDOBA,ESC GDOR ALVAREZ - C ARENAL 699,9,160,168,3105,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC. MARIA EVA DUARTE - CALLE PUBLICA S/N (CNO 60 CUAD KM3),9,2334,2342,3105,
1,CAPITAL,13N,YOFRE,ESC MATEO J LUQUE - JACINTO DE ALTOLAGUIRRE 2089,9,2884,2892,3105,
1,CAPITAL,14A,ARGUELLO NORTE,ESC HUGO LEONELLI - ALBERTO FAGE/JULIO BEJANELE,9,2943,2951,3105,
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC.GRAL J. DE SAN MARTIN - VILLA GRAL.BELGRANO,9,3307,3315,3105,
7,ISCHILIN,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN - DEAN FUNES,9,4669,4677,3105,
13,RIO CUARTO,162,ALCIRA,ESC PERITO FRANCISCO MORENO - DEAN FUNES Y HEROES ANONIMOS S/N,9,5739,5747,3105,
20,SAN JUSTO,279,ARROYITO,CERVELLON/NTRA S DE LA MERCED - 9 DE JULIO 465,9,7208,7216,3105,
20,SAN JUSTO,314,TRANSITO,ESC PROV R GUTIERREZ - TRANSITO,9,7672,7680,3105,
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA SAN MARTIN - URUGUAY 200,9,7736,7744,3105,
1,CAPITAL,4B,VILLA REVOL,ESC ING MASJOAN - P.L.DE CABRERA ESQ.TANTI B°V. REVOL,9,265,273,3096,
1,CAPITAL,7B,ALTA CORDOBA,INST MANUEL LUCERO - LAVALLEJA 2257,9,748,756,3096,
1,CAPITAL,7F,JORGE NEWBERY,ESC NACIONES UNIDAS - CTDA 8 s/n,9,845,853,3096,
7,ISCHILIN,95,DEAN FUNES,ESC.A.M.SOBRAL - SANTIAGO DEL ESTERO Y LAS HERAS,9,4709,4717,3096,
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA JOSE MARIA PAZ - LOS ANDES 80,9,7788,7796,3096,
19,SAN JAVIER,268,DOLORES,INST PBRO J V BRIZUELA - SARMIENTO 270,9,7009,7017,3090,
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC E MOLINARI ROMERO - PAMPAYASTA Y RUMIPAL,9,2358,2366,3087,
12,PUNILLA,150,COSQUIN,IPEM N°60 M MORENO(EX IPET 13) - PALEMON CARRANZA 1085,9,5286,5294,3087,
12,PUNILLA,158,TANTI,IPEM N°84 J VOCOS LESCANO - SAN FRANCISCO LA ESTANCIA 33,9,5663,5671,3087,
19,SAN JAVIER,268,DOLORES,COLEGIO SAGRADO CORAZON - HORMAECHE 375,9,7055,7063,3087,
19,SAN JAVIER,268,DOLORES,ESC DOLORES AGUIRRE DE FUNES - PEDRO C MOLINA S/N,9,7072,7080,3087,
1,CAPITAL,12A,CARCANO,ESC.PROF.M.LUCIANI - CARCANO 4400,9,2167,2175,3084,
12,PUNILLA,150,COSQUIN,ESC ESP DR J REYES CONTRERAS - MONS DE ANDREA S/N,9,5324,5332,3080,
9,MARCOS JUAREZ,120,ARIAS,ESC.PROV.SGTO.CABRAL - INTENDENTE MELQUIOT 922,9,4928,4936,3079,
1,CAPITAL,9D,POETA LUGONES,IPEM 198 MARTIN FERREYRA - CAMAÑO BAZAN E/CARLES Y A.GRIMAU,9,1111,1119,3078,
13,RIO CUARTO,184,MOLDES,ESC FRAY MARCOS DONATTI - MOLDES,9,5973,5981,3078,
17,ROQUE SAENZ PEÑA,257,SERRANO,INS SAN ALBERTO Y SAN ENRIQUE - SERRANO,9,6873,6881,3072,
1,CAPITAL,5D,MALDONADO,ESC MARTIN DE GÜEMES - OBPO CASTELLANOS 256,9,444,452,3069,
1,CAPITAL,5D,MALDONADO,BAC TEC DR F ESCARDO - CAMPO LA RIBERA,9,453,461,3068,
1,CAPITAL,5D,MALDONADO,"IPEM 184-M.FRAGUEIRO - OB.CASTELLANO,S.VICENTE 955",9,462,470,3060,
8,JUAREZ CELMAN,106,CABRERA,INST. G.L.DE CABRERA - CABRERA,9,4766,4774,3060,
16,RIO SEGUNDO,243,RIO SEGUNDO,ESC CONGRESO DE TUCUMAN - RIO SEGUNDO,9,6729,6737,3060,
1,CAPITAL,5,ALTAMIRA,ESC PANAMERICANA - SOTO   919,9,349,357,3058,
8,JUAREZ CELMAN,112,LA CARLOTA,INST.NTA.M.DE LAS MERCEDES - 9 DE JULIO 271,9,4842,4850,3051,
1,CAPITAL,14F,GRANJA DE FUNES,ESC JAVIER LAZCANO COLODRERO - CARLOS BROGGI S/N°,9,3058,3066,3042,
16,RIO SEGUNDO,239,ONCATIVO,IPEM N°54 J E MULLER - 25 DE MAYO S/N,9,6623,6631,3042,
1,CAPITAL,14I,SANTA CECILIA,ESC MUNIC ARSENIO MURUGARREN - PIZARRO Y GRASS,9,3116,3124,3040,
1,CAPITAL,14G,LOS BOULEVARES,ESC MUNIC ING MASJOAN - TUCUMAN Y MENDOZA,9,3067,3075,3034,
1,CAPITAL,10A,CABILDO,ESC MUN YAMAHIBIA ARABE LIBIA - COLORADO/GAIMAN/MASCACHIN,9,1250,1258,3033,
1,CAPITAL,11B,DON BOSCO,INSTITUTO TECNICO DON BOSCO - J VESPIGNANI 215,9,1755,1763,3033,
1,CAPITAL,14G,LOS BOULEVARES,ESC JUAN MARIA GUTIERREZ - BV LOS ALEMANES 4200,9,3076,3084,3033,
20,SAN JUSTO,282,BRINKMANN,IPETIN 262 BELISARIO ROLDAN - DR PITT FUNES 547,9,7254,7262,3030,
9,MARCOS JUAREZ,131,LEONES,ESC JOAQUIN V GONZALEZ - RAMON INFANTE 422,9,5037,5045,3025,
23,TERCERO ARRIBA,340,HERNANDO,ESC PABLO A PIZZURNO - HERNANDO,9,8042,8050,3024,
1,CAPITAL,12E,FERREYRA,ESC LIBERTADOR GRAL S MARTIN - SGO MORALES 4400,9,2348,2356,3018,
1,CAPITAL,14J,URCA,ESC   REPUBLICA DEL LIBANO - IGARZABAL 1250,9,3132,3140,3017,
4,CRUZ DEL EJE,56,SOTO,ESC.PADRE B.DE LAS CASAS - JOSE IGNACIO PERALTA 249,9,4203,4211,3005,
12,PUNILLA,159,VALLE HERMOSO,INST.NTA.SRA. DEL CALVARIO - SAN MARTIN 12,9,5695,5703,2999,
21,SANTA MARIA,316J,VILLA PARQUE SANTA ANA,IPET 334 - AV RIVADARIA S/N,9,7847,7855,2999,
1,CAPITAL,14H,MERCANTIL,ESC ARTEMIO ARAN - PUBLICA ESQ JACINTO YABEN,9,3095,3103,2998,
1,CAPITAL,11F,LOS ROBLES,ESC BATERIA LIBERTAD - POTRERILLO Y VENTA Y MEDIA,9,1918,1926,2997,
21,SANTA MARIA,326,MALAGUEÑO,I.P.E.M.67-L.PIEDRABUENA - MALAGUEÑO,9,7907,7915,2979,
1,CAPITAL,14D,CERRO DE LAS ROSAS,ESC INGENIERO VICTOR REE - FDO FADER ° 3821,9,3007,3015,2970,
18,SAN ALBERTO,265,SAN PEDRO,ESC CNEL OLMEDO - CECILIA FUNES 140,9,6959,6967,2952,
